Age, Height, Weight, Chest, Size, Color
37, 158.7, 66.5, 95.2,Medium, blue 
45, 154.9, 67.6, 99.1,Medium, blue 
33, 160.6, 79.2, 109.1,Large, lavender 
40, 150.8, 65.2, 100.5,Medium, blue 
25, 173.3, 75.3, 93.1,Small, red 
23, 156.0, 51.7, 88.6,X_Small, yellow 
36, 173.9, 86.5, 106.0,Large, lavender 
39, 162.9, 73.2, 95.2,Medium, blue 
46, 160.9, 74.1, 92.3,Small, red 
56, 174.0, 90.6, 109.3,Large, lavender 
34, 167.8, 84.5, 94.3,Small, red 
40, 154.5, 63.1, 97.4,Medium, blue 
38, 180.9, 89.8, 111.3,Large, lavender 
49, 176.4, 97.0, 109.0,Large, lavender 
32, 160.6, 66.3, 94.0,Small, red 
31, 156.7, 59.4, 95.2,Medium, blue 
27, 159.4, 65.7, 105.9,Large, lavender 
40, 158.7, 78.6, 112.5,X_Large, green 
35, 157.3, 52.0, 83.7,XX_Small, pink 
32, 162.4, 64.1, 92.0,Small, red 
40, 163.5, 79.8, 103.7,Large, lavender 
38, 158.0, 74.0, 102.1,Large, lavender 
41, 169.1, 64.1, 93.5,Small, red 
27, 165.6, 80.3, 107.2,Large, lavender 
38, 161.5, 71.4, 108.9,Large, lavender 
32, 174.9, 92.4, 97.3,Medium, blue 
52, 156.1, 66.8, 104.2,Large, lavender 
33, 167.4, 67.8, 92.5,Small, red 
34, 172.1, 57.7, 86.5,X_Small, yellow 
44, 170.4, 68.7, 103.0,Large, lavender 
26, 163.6, 75.8, 103.8,Large, lavender 
41, 158.3, 65.2, 104.7,Large, lavender 
30, 160.4, 69.9, 99.4,Medium, blue 
30, 153.3, 47.4, 80.2,XX_Small, pink 
32, 159.4, 55.8, 93.1,Small, red 
25, 171.9, 76.8, 99.0,Medium, blue 
51, 168.7, 83.2, 108.2,Large, lavender 
40, 161.3, 71.7, 101.6,Medium, blue 
40, 164.4, 76.2, 109.3,Large, lavender 
31, 161.6, 63.2, 92.2,Small, red 
27, 164.1, 61.0, 90.2,Small, red 
